original_title,popularity,runtime,averageRating,release_year,release_month,num_critic_for_reviews,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,num_user_for_reviews,movie_facebook_likes,Genre_first_values,budget_adjusted
,37.93919170571417,168.22437492387502,6.5,2008.0,11.621339895331865,9.0,0.0,844.0,0.0,1852.3785888074065,5.0,28,Action,14220009.163117379
,38.476850192913055,156.74576843019955,5.5,2012.0,8.604611969934158,133.0,4.0,8000.0,806.0,546.0,70.0,9000,Romance,35.74861447626002
,12.977641720457587,130.7995177191059,7.0,1998.0,10.552275201473442,64.0,39.0,1000.0,497.0,286.0,160.0,915,Action,2546900.3638387094
,10.47803906333948,164.55561140249227,5.1,2009.0,8.86495550641091,76.0,138.0,373.0,308.0,263.0,73.0,985,Animation,5192446.548708752
,28.86038917644336,126.08462509258284,8.4,2053.279503038637,9.457180293799135,47.0,0.0,937.0,828.0,724.0,315.0,0,Comedy,9830.423773793551
,43.73167417984253,132.53733733553895,7.8,2001.0,8.430404293610612,108.0,263.0,263.0,261.0,179.0,231.0,0,Action,4.308973887073515
,34.97057582788765,162.13779639514956,5.4,2015.0,7.852128010199427,12.0,10.0,397.0,77.0,34.0,5.0,84,Action,27.353430499156186
,12.68061425332488,137.89530836265487,6.4,2001.0,8.825455613640498,61.0,5.0,944.0,257.0,152.0,78.0,29,Action,10027735.357715214
,40.745528101566855,151.1727383306954,7.0,1979.0,9.22815882320108,23.0,735.0,187.0,34.0,20.0,50.0,643,Drama,162.56672490125214
,9.54452834535828,148.39638602332934,6.7,2002.0,9.945295708150931,75.0,159.0,631.0,104.0,53.0,111.0,605,Thriller,51.02624437770062
,43.71124120429323,159.94334155369663,5.7,2010.0,11.968343201546906,16.0,11.0,767.0,529.0,316.0,29.0,0,Action,1023.999177497871
,34.5230584671796,128.0102514157675,6.6,2003.0,10.649330269344318,60.0,324.0,173.0,67.0,27.0,36.0,52,Drama,969070.2085753183
,18.5314819298798,137.91150790481063,6.7,2009.0,9.024848936722512,63.0,19.0,1000.0,943.0,71.0,50.0,0,Adventure,29705.655474341624
,31.02769864030444,138.23150536173068,6.2,2006.0,11.466797916673464,36.0,781.0,596.0,206.0,90.0,29.0,224,Action,8651.284927126007
,12.581751954091963,127.30332809850354,6.2,2001.0,10.418373686280695,47.0,11.0,773.0,766.0,419.0,34.0,30,Action,12042.401364514664
,16.122013750547104,108.84256356532444,7.4,1977.0,8.053335486042206,38.0,160.0,11000.0,949.0,898.0,44.0,733,Comedy,10813709.659742149
,15.70774177245202,171.41706092918344,7.2,2003.0,7.127243686011632,68.0,9.0,861.0,618.0,407.0,133.0,0,Horror,13273480.345834728
,19.783636645875607,140.62305269292955,5.8,1994.0,10.293534183200368,19.0,17.0,636.0,472.0,259.0,38.0,176,Crime,25735651.315695036
,15.867622755215772,145.52746758223125,5.9,2009.0,10.108663996351892,39.0,2.0,592.0,521.0,99.0,17.0,275,Drama,21718859.798582494
,39.92920775345285,162.60929717489853,7.2,2009.0,11.11357950335278,37.0,24.0,933.0,767.0,130.0,19.0,1000,Comedy,1140.6953083602268
,34.57848257080158,134.52334864512125,5.4,2011.0,11.495689430282038,26.0,58.0,848.0,816.0,787.0,39.0,0,Comedy,75.81869963078967
,43.55158189257405,150.88826793942366,8.2,1959.6498375849649,9.284193193993314,10.0,0.0,805.0,432.0,334.0,50.0,0,Drama,59580097.227499984
,43.03886929097823,108.89355841064685,6.5,2012.0,10.534216279980456,13.0,139.0,2000.0,2000.0,1000.0,11.0,0,Action,188760.96164603197
,39.43917471080349,118.49409494620012,5.4,2012.0,11.30738226526728,6.0,0.0,978.0,323.0,57.0,8.0,543,Action,49639.76196269745
,25.930338287489427,140.45943360013638,6.4,1998.0,9.264320511093938,12.0,0.0,722.0,338.0,136.0,21.0,109,Comedy,12520.562011834341
,38.01043218156771,124.57662503440632,8.4,2039.0232296022996,11.640423384073811,15.0,0.0,229.0,223.0,220.0,42.0,0,Action,14023.491067939025
,34.69436546983096,109.86603753435182,6.9,2002.0,10.9859749584243,68.0,407.0,688.0,659.0,501.0,81.0,160,Action,68434.04343932086
,11.80612808944372,166.19033776523196,5.6,2005.0,7.099758645210123,62.0,0.0,907.0,637.0,476.0,202.0,0,War,418.03193769603524
,41.142057914482585,136.2709977259671,7.7,1996.0,7.740088776340259,71.0,96.0,509.0,294.0,35.0,104.0,0,Comedy,199.30619671517232
,27.579151466340363,163.20810189014207,6.6,2013.0,9.343206765394791,364.0,23000.0,23000.0,19000.0,694.0,314.0,33000,Romance,13452021.04410179
,40.98378736401589,171.6532182485977,7.4,2001.0,11.104065627225047,122.0,72.0,19000.0,12000.0,722.0,488.0,5000,Thriller,6378499.030118288
,29.192730217134724,125.38037015173146,7.1,2001.0,10.78265145132849,100.0,14.0,14000.0,1000.0,548.0,144.0,0,Action,11.252007670924087
,28.999480669550863,109.28073155971803,7.9,2004.0,7.83666231370413,112.0,25.0,517.0,86.0,57.0,110.0,0,Horror,38215.88851595223
,22.07377565665694,115.55435514304271,4.9,2001.0,9.24561548205233,27.0,56.0,4000.0,902.0,781.0,69.0,113,Fantasy,1862.3987008840538
,30.77161751034244,145.79135289192163,7.2,2011.0,9.921605957149326,205.0,592.0,232.0,67.0,36.0,41.0,0,Action,1024.4677579397053
,43.32068553810939,166.96158675296863,6.1,2013.0,8.537359631568126,72.0,17.0,31.0,17.0,16.0,12.0,543,War,1101.5481015628118
,32.39558882993687,150.03783612917977,6.2,2014.0,10.251647636045057,22.0,4.0,934.0,697.0,290.0,8.0,679,Drama,35156.943840225234
,41.64130450081045,159.94824960722437,5.3,2011.0,9.313080529929112,48.0,3.0,472.0,39.0,38.0,31.0,1000,Comedy,23.62805849636052
,17.930028050424085,126.25214074756865,5.0,2007.0,10.850631225047852,65.0,136.0,4000.0,543.0,139.0,117.0,915,Drama,2.8737697072428183
,20.18495167463513,145.43736311979967,7.7,1999.0,11.066123226059526,29.0,222.0,5000.0,680.0,222.0,47.0,484,Comedy,132756258.58578348
,25.65143480844472,159.31163039806796,6.3,2012.0,7.555382790795472,187.0,4.0,796.0,567.0,114.0,70.0,11000,Comedy,34706.07832135798
,18.565846543326955,135.0565364942011,7.6,2004.0,9.211828666663372,47.0,12.0,393.0,259.0,149.0,52.0,989,Action,691554.3450082695
,17.424515161663553,114.61281801225408,7.3,1980.0,8.241081905017893,41.0,82.0,208.0,191.0,32.0,249.0,0,Romance,3687906.841109997
,23.024076192003943,170.90891172207563,6.2,2011.0,11.79419605739366,24.0,4.0,374.0,282.0,47.0,27.0,421,Horror,17.24420110416855
,9.562812203156788,169.96557665351534,6.6,2013.0,9.282250698571977,318.0,0.0,852.0,618.0,482.0,269.0,35000,Comedy,2671785.859825081
,35.23273832811729,156.75006221945827,5.1,1991.0,7.6064871697718175,12.0,0.0,901.0,413.0,287.0,11.0,232,Crime,6966.030319576655
,39.33442199432339,108.31226803311984,5.0,1999.0,7.936847040782104,28.0,0.0,2000.0,804.0,73.0,18.0,122,Drama,1680861.7184771239
,29.38468608643158,119.8116356689072,7.2,1997.0,11.62103961645047,95.0,3000.0,205.0,130.0,77.0,157.0,1000,Comedy,135863084.82066825
,31.406480215146303,157.45510644672186,6.7,1981.0,11.045319923678392,74.0,24.0,977.0,485.0,157.0,161.0,0,Action,26.15203880310499
,17.342380209831735,146.37944150924133,5.6,1998.0,10.820603786975049,22.0,0.0,1000.0,597.0,498.0,26.0,575,Comedy,13.38277572483114
,18.062890603898357,145.08207944042454,5.2,2014.0,8.895278757715545,9.0,23.0,1000.0,694.0,467.0,33.0,0,Music,2729887.420488022
,29.790704024619277,112.01831771655138,7.3,1997.0,11.04380806906013,31.0,148.0,2000.0,434.0,426.0,209.0,599,Drama,18.415576889426383
,35.25433255431148,128.77763480341375,3.8,2008.0,8.600556436192388,74.0,7.0,1000.0,984.0,664.0,113.0,562,Drama,142857.3964356155
,18.516317964958155,117.32314386684152,6.2,1986.0,11.413997882085232,96.0,17.0,690.0,190.0,85.0,125.0,0,Drama,11032.81175853101
,13.293625545172404,161.43343176397772,7.2,1982.0,8.622575343803808,42.0,272.0,801.0,796.0,551.0,87.0,0,Drama,15.768017611606831
,38.5475322316239,130.27230401831716,6.1,2009.0,11.658386740407376,45.0,1000.0,849.0,578.0,409.0,21.0,738,Drama,28047.5851361252
,25.14925783790691,137.67494708883493,4.5,2016.0,7.928596955106776,12.0,23.0,927.0,509.0,503.0,9.0,740,Thriller,2066.289303020135
,39.860449379642304,156.17460523919434,5.9,2000.0,11.290517578019134,29.0,99.0,93.0,45.0,44.0,65.0,207,Animation,70911182.15392205
,18.418423953390057,117.05848714269544,6.9,2004.0,8.643879631750597,121.0,12.0,3000.0,835.0,797.0,324.0,0,Action,63.10366479178358
,42.92378859157917,124.91353877284126,6.6,1976.0,9.210214867993448,27.0,44.0,559.0,249.0,136.0,90.0,672,Horror,19.886535107575494
,16.666829924189084,171.9705249224583,5.3,2001.0,8.931885265999243,56.0,23.0,847.0,591.0,560.0,131.0,327,Thriller,3169354.7990540927
,18.05181568389316,128.1094780011039,7.0,1989.0,8.20704115826764,59.0,3.0,859.0,448.0,448.0,198.0,0,Comedy,25881347.706140123
,43.59606590989812,168.0767483947863,6.6,1998.0,11.493964408541284,60.0,84.0,1000.0,778.0,572.0,79.0,462,Horror,28638067.60809722
,41.7468040115891,121.82913933929404,5.4,2006.0,11.56304509451888,43.0,7.0,2000.0,847.0,701.0,41.0,249,Romance,1040.2510374103472
,14.507286473539368,150.32253586375765,6.9,2010.0,11.820561456986056,7.0,0.0,55.0,0.0,0.0,4.0,89,Family,532736.3125830746
,21.874609420229795,149.85122633846194,6.2,1982.0,10.671787085853977,21.0,3.0,922.0,162.0,83.0,32.0,323,Drama,1541663.948075325
,36.66075412885001,110.73803561920091,6.8,1992.0,11.846016572936552,19.0,261.0,722.0,280.0,145.0,39.0,247,Comedy,26.012455240086688
,29.008346385924057,173.87065932130116,5.6,2006.0,10.26834475550674,50.0,0.0,740.0,625.0,276.0,56.0,255,Mystery,245763654.48859158
,40.82949588775108,122.68814458637073,6.1,1996.0,7.719742219790183,37.0,18000.0,10000.0,1000.0,977.0,69.0,225,Comedy,2.8697607562543292
,26.48073863745614,164.13833428064646,7.4,2007.0,8.505279395252,16.0,0.0,75.0,45.0,14.0,25.0,133,History,7.491203007727706
,14.765069903088015,122.47015694626552,7.5,2008.0,7.519200821455199,121.0,239.0,6.0,0.0,0.0,22.0,489,Adventure,48552.660266002866
,36.92647645614144,139.83663404213175,7.2,1980.0,8.645878472364101,24.0,0.0,311.0,59.0,51.0,27.0,274,Horror,2899.983058120287
,39.899654147978495,123.1634083008738,7.3,2008.0,10.718405041654728,27.0,6.0,3000.0,1000.0,940.0,15.0,777,Drama,11451562.737666812
,40.25080671365934,146.0109023768478,6.2,1947.0,9.330452943774642,9.0,5.0,197.0,116.0,100.0,23.0,44,Comedy,12554.078014683102
,21.76170700204829,128.20749410691124,6.2,1998.0,9.780543709353651,31.0,204.0,1000.0,697.0,697.0,28.0,69,Drama,25.894563309784026
,34.21349631105622,117.13639666299257,4.6,2004.0,10.423606198902544,35.0,3.0,889.0,680.0,383.0,66.0,174,Action,2369342.8162964163
,11.361071935356115,146.6171509438689,3.3,2004.0,10.70571644840133,13.0,34.0,811.0,522.0,227.0,44.0,40,Comedy,7.3263792711699915
,40.226554108166894,127.61683309841726,7.5,1917.0286587928715,7.783823427280923,9.0,0.0,1000.0,1000.0,904.0,47.0,634,Crime,1689.0967004068386
,10.00930998015677,139.0407154685382,7.5,1992.3032845476416,7.388106713795465,9.0,2388.0806779908,1000.0,1000.0,904.0,47.0,634,Adventure,1977.2617937403834
,32.499545737308544,169.58254998004486,7.5,2025.410104204952,11.447690825514035,9.0,0.0,1000.0,1000.0,904.0,47.0,634,Romance,7.315568039977982
,24.873240805719558,133.6030712516917,7.5,2053.379740828386,9.278141490671302,9.0,6743.421192708546,1000.0,1000.0,904.0,47.0,634,Action,12206439.535784427
,41.758260827621626,145.72438545521825,4.2,2015.0,10.000755761745587,56.0,110.0,46.0,21.0,14.0,55.0,0,Drama,19399668.45049255
,13.233066463230047,130.30945596807797,7.2,2011.0,7.716314076926757,191.0,57.0,331.0,93.0,78.0,48.0,0,Action,200.4066092146868
,31.277074002247645,124.9175679821346,6.2,2008.0,8.361407980845579,80.0,46.0,570.0,337.0,141.0,82.0,639,Thriller,5.108395552009746
,24.67059556369874,117.76608972377394,6.1,2009.0,8.046209345643618,19.0,65.0,866.0,738.0,686.0,80.0,887,Fantasy,2.758406801419429
,12.596002013703782,137.86400374577272,4.2,2006.0,8.777284142136237,19.0,799.0,3000.0,2000.0,854.0,47.0,419,Action,273.34576515673615
,31.273237933847497,170.53516297467408,4.5,2009.0,9.231669392731485,530.5705787467807,0.0,695.0,617.0,483.0,2.0,38,Romance,3717.810881068667
,14.696478081628843,169.1837033193591,8.4,1990.3218471511384,9.352177157511983,38.0,2023.7456587789493,1000.0,922.0,816.0,127.0,0,Thriller,83.00579883253081
,14.136234777644743,151.23430898387,7.5,2014.0,8.73453737058064,44.0,0.0,745.0,508.0,394.0,60.0,0,Drama,1604362.168920903
,23.602121377078863,171.85220415724854,6.7,2014.0,10.733743847994292,3.0,0.0,979.0,732.0,388.0,1.0,165,Horror,40649669.95333354
,26.637167926215128,169.08619141013426,5.1,2015.0,8.972828212032642,6.0,7.0,989.0,970.0,541.0,15.0,0,Comedy,25355289.228269063
,24.735789212998327,148.2857704133326,5.5,2011.0,9.680516342127772,275.8417940819807,49.0,708.0,699.0,601.0,3.0,58,Action,924.0730487551058
,20.7851006083295,132.43609865096133,4.4,2014.0,7.220041920707763,64.0,261.0,12000.0,316.0,179.0,47.0,0,Comedy,15257.68690943107
,35.56595041381179,134.76163768102148,4.4,2014.0,8.08067611190846,8.0,3.0,1000.0,266.0,126.0,3.0,190,Comedy,1010.1692981841001
,21.786128329495696,155.5556043542866,6.8,1977.0,9.202736667019126,64.0,0.0,1000.0,849.0,826.0,153.0,2000,Fantasy,8638.96977952668
,41.62414780994256,121.4260173319038,6.7,2012.0,10.304677695607356,2.0,3.0,975.0,900.0,723.0,2.0,35,Drama,100.65615547862782
,43.03830043109466,169.55310627053598,8.6,2015.0,11.173580616187127,803.428949275847,14.0,784.0,763.0,668.0,278.669529607172,49,Action,3.254001953386916
,12.14365297645941,166.06021334588013,4.8,2016.0,9.02046157180922,35.0,0.0,40000.0,3000.0,1000.0,4.0,0,Action,40818.449545489064
,34.716916598685955,149.06284248137183,3.4,2015.0,8.093769039181588,21.0,20.0,741.0,615.0,538.0,14.0,0,Crime,22.80323044350692
,18.71679735580856,155.00631688073895,7.4,2006.0,8.724558208773681,99.0,44.0,61.0,12.0,4.0,27.0,1000,Adventure,664010.4661434258
,21.946703041120177,160.88297928618385,6.8,2005.0,7.763390511307408,122.0,187.0,1000.0,887.0,427.0,123.0,750,Action,1515.0519438971432
,29.78907279146156,155.39492836790075,6.7,1988.0,11.6797206160269,130.0,7.0,968.0,733.0,339.0,69.0,0,Comedy,4.033680966643754
,26.57848850052809,148.18114929184742,6.8,2006.0,10.657046723518842,64.0,16.0,10000.0,838.0,621.0,70.0,864,Comedy,66.31279122488348
,11.605241056025582,132.0467866944139,5.4,2014.0,9.092594656654898,13.0,0.0,927.0,833.0,316.0,11.0,0,Comedy,39.30380494362191
,42.443446036946185,171.78493013064417,5.4,2005.0,7.667465847827607,7.0,0.0,226.0,40.0,20.0,6.0,11,Adventure,678.7121152082334
,25.538252254056047,128.28692651848303,3.2,2011.0,8.481364401979864,4.0,20.0,571.0,345.0,329.0,12.0,491,Adventure,136330.43346760093
,44.73623433688397,148.42593865198998,7.1,2013.0,10.58054582076816,1.0,0.0,5.0,0.0,0.0,1.0,2,Animation,20820888.470932983
,24.65055037979941,172.69871703130866,7.8,2004.0,9.941888189555604,96.0,11.0,18000.0,66.0,16.0,182.0,2000,Drama,14.375847909510073
,18.491984580821025,123.368953203701,5.3,2007.0,7.31133885434113,8.0,0.0,584.0,580.0,413.0,8.0,31,Comedy,126381.15551820454
,44.48553964161919,164.48656930615076,7.2,2010.0,10.814767465086351,87.0,3.0,74.0,52.0,9.0,21.0,0,Adventure,472135.54375062743
,29.826336064762494,110.97703129540211,6.2,2013.0,11.658885060617289,10.0,4.0,943.0,480.0,140.0,3.0,199,Drama,70295555.447396
,44.92616419216391,166.79584813447372,5.9,2007.0,7.488582356844848,121.0,4.0,13000.0,1000.0,577.0,65.0,0,Action,256494626.01436678
,26.702555489932543,120.00626638905774,7.3,2006.0,9.095476119289298,43.0,0.0,109.0,10.0,3.0,22.0,285,Comedy,24902.74440980496
,39.13384251576904,146.64204514325465,7.7,1955.7289636657663,8.48654949845299,5.0,0.0,562.0,560.0,298.0,27.0,2000,Horror,3819.4362310934985
,25.103381690364458,110.15240118150786,7.1,1945.0,11.526752194510072,17.0,9.0,188.0,135.0,37.0,55.0,501,Action,1162394.9441863662
,26.45169094436035,133.2187169498313,7.2,1998.0,7.607884417186463,35.0,98.0,341.0,26.0,4.0,40.0,539,Crime,1363.9660892459653
,30.570756737161304,167.94812633079331,7.5,1986.0,10.64878055564839,48.0,0.0,854.0,652.0,491.0,89.0,1000,Comedy,45226527.226472154
,12.27393519590406,115.59162321544692,6.0,2011.0,7.128479013644201,16.0,5.0,274.0,154.0,122.0,14.0,0,Drama,528800.2475951889
,24.97597633868148,172.3717838306304,7.8,1997.0,7.712318562996811,54.0,4.0,25.0,20.0,3.0,68.0,689,Drama,15500.678081831513
,17.711264822685266,129.5018626294058,6.8,2002.0,9.6101838477455,92.0,68.0,835.0,601.0,391.0,199.0,3000,Drama,241.2982438203046
,42.37601675624149,157.87320531423504,6.4,2010.0,9.718619660109,50.0,0.0,24.0,12.0,9.0,17.0,0,Action,3155.264431607299
,26.72384399375119,139.45944284097197,6.5,2001.0,10.561483264771269,54.0,0.0,26000.0,1000.0,798.0,84.0,0,Drama,4.622578478832962
,10.43461362278724,161.88036352040675,7.3,2006.0,11.161998093778015,98.0,143.0,155.0,96.0,76.0,26.0,528,Horror,12.039806199921335
,33.126113927985465,139.34723504532292,7.9,2002.0,8.958730244634724,112.0,187.0,129.0,2.0,0.0,206.0,0,Action,144484.50609702774
,9.609863288631717,164.9510295596194,4.7,2014.0,11.11316593038038,9.0,0.0,327.0,82.0,62.0,7.0,62,Comedy,932374.8099476283
,14.09998175298994,157.63027011831812,5.9,2015.0,7.274936743993869,5.0,358.0,19000.0,570.0,212.0,4.0,224,Comedy,2887356.6656206986
,31.384600156911745,148.24488810194953,6.7,1976.0,8.385333646382437,39.0,0.0,898.0,842.0,753.0,61.0,629,Drama,195834330.75195903
,12.508519299254369,136.25476897186968,8.4,1930.8222190212616,7.011311685409492,2.0,361.9065710448458,662.0,517.0,505.0,74.0,0,Comedy,20826.510337390515
,42.321568389349245,166.38380968457088,5.8,2014.0,9.469011418717317,29.0,249.0,2000.0,298.0,261.0,32.0,0,Action,11591945.582103737
,24.66818506751413,136.25505091171496,7.3,2000.0,10.030848817284246,149.0,143.0,1000.0,146.0,100.0,346.0,0,Romance,442.73858173093714
,11.078046793187424,158.19076015532318,6.7,2010.0,10.724340453938634,90.0,79.0,309.0,254.0,93.0,25.0,0,Adventure,15317093.625601936
,45.06575393090325,144.8182307547448,7.2,2009.0,7.723919026244683,12.0,12.0,464.0,374.0,106.0,49.0,504,Action,871.5615271000257
,28.9970950650048,134.75926869855232,6.2,2009.0,7.999400260160723,64.0,0.0,29.0,9.0,7.0,62.0,2000,Drama,168138363.0286913
,32.854700907959945,161.7593708751823,5.2,2006.0,8.064659411478816,57.0,197.0,755.0,632.0,578.0,726.0,0,Family,1680.6047926272365
,40.66547699174805,111.8951483298794,8.1,2046.5584298759368,11.031201821577769,8.0,0.0,1000.0,557.0,551.0,23.0,0,Adventure,175103.38590907332
,13.893439264647792,166.537433595458,7.1,1997.0,9.33049979073457,50.0,23.0,471.0,232.0,130.0,48.0,61,Action,117.47352587360555
,41.03893447137213,155.71911650520133,5.0,2009.0,8.596198242036182,274.0,0.0,648.0,529.0,231.0,159.0,0,Comedy,69231.43914046264
,25.23598829607789,168.8769238907505,4.3,2013.0,9.737815395599409,46.0,2.0,707.0,619.0,555.0,11.0,0,Action,2.150703509730166
,35.66264909338612,112.0133218103526,7.3,1974.0,9.920951438373182,34.0,0.0,597.0,222.0,116.0,50.0,661,Drama,96247616.98093495
,12.46398405274404,127.78158323417266,7.0,2003.0,8.948604654565166,157.0,47.0,658.0,636.0,407.0,215.0,762,Drama,27869587.55391653
,12.521619528298746,150.3065897071556,5.9,2006.0,10.974336915018572,125.0,5.0,49000.0,780.0,710.0,156.0,576,Fantasy,430.8787317490834
,28.907059106760265,116.30159920720556,4.6,1995.0,7.181472608959827,10.0,7.0,584.0,246.0,27.0,37.0,138,Comedy,4858018.952850792
,36.52102580608685,130.55579457299484,4.7,2014.0,9.520466618534693,69.0,89.0,986.0,713.0,511.0,48.0,0,Action,1157.7807197678956
,34.262713652476066,123.16060659055977,6.7,2002.0,8.812139337095923,143.0,675.0,16000.0,977.0,968.0,425.0,0,Drama,13.626759836583062
,14.09160169134724,130.9101357680228,2.7,2003.0,7.411883546990834,52.0,2.0,960.0,12.0,0.0,62.0,131,Drama,8.29792877134597
,23.45643977201724,144.14896219064238,7.6,1996.0,10.219675634658635,50.0,378.0,925.0,729.0,611.0,202.0,0,Science Fiction,14.664397887097778
,38.91816688236837,115.77047929336284,5.8,1999.0,10.117787250275386,45.0,24.0,834.0,625.0,545.0,85.0,309,Adventure,9867.393632466737
,37.13766574158975,164.92598610105986,8.5,2011.0,8.770893985200715,115.0,330.0,48.0,0.0,0.0,69.0,26000,Action,9557534.640621414
,38.83778026620529,146.60469741243026,4.8,1987.0,8.368743738929119,15.0,101.0,721.0,576.0,324.0,35.0,550,Action,58565555.008200936
,37.95692786028418,171.25252547557872,5.7,2015.0,7.808572608079022,35.0,5.0,1000.0,1000.0,842.0,20.0,987,Horror,278422127.27981
,33.68332416006592,158.54443716762785,7.0,2002.0,7.817972265687904,41.0,60.0,979.0,665.0,444.0,113.0,872,Drama,631.7056013299454
,23.687878572995384,134.97648118833757,5.4,1999.0,9.514963557723298,31.0,81.0,2000.0,811.0,687.0,70.0,111,Crime,88.07793143931868
,28.58285959111108,159.4767486354373,6.3,2000.0,7.293936583985842,51.0,0.0,945.0,774.0,209.0,93.0,614,Drama,881.0254794164784
,13.831688248232652,149.8260017333127,6.3,1999.0,7.997564202916546,33.0,8.0,759.0,638.0,428.0,31.0,182,Romance,177422.39513824286
,19.901508600231526,155.73818535052234,7.7,2013.0,8.31690056665153,26.0,45.0,623.0,85.0,69.0,7.0,0,Animation,172979790.52760708
,27.546993263947783,164.47892409906774,6.3,2000.0,8.036825711826273,34.0,272.0,736.0,450.0,70.0,26.0,132,Drama,381.6336840515888
,31.504269473477763,118.29247034540371,5.9,1998.0,7.996737988626025,31.0,12.0,578.0,29.0,15.0,26.0,108,Drama,334352.62860288465
,30.07462530716796,155.437644315561,5.0,1998.0,9.365533482822928,19.0,137.0,4000.0,575.0,476.0,40.0,98,Crime,5629.274593800457
,33.32054702015984,163.33433495001626,6.1,1935.9493084112376,8.153204933439243,5.0,633.0312926758123,254.0,248.0,218.0,47.0,325,Science Fiction,1889637.237816051
,26.388196637634955,132.90121326718798,5.8,1997.0,11.200187951433236,12.0,19.0,18000.0,759.0,599.0,28.0,161,Comedy,134615.6652345002
,36.57764354711215,125.88288055674076,6.1,2014.0,10.510907559306771,70.0,19.0,585.0,29.0,9.0,10.0,278,Animation,5373.165556999514
,34.601501738556216,123.56961502352372,6.3,2003.0,8.76032368258741,38.0,165.0,686.0,246.0,150.0,50.0,688,Science Fiction,35.85125199149803
,38.97338845441577,129.61224071644978,7.6,1972.0,9.004465503832632,34.0,0.0,713.0,649.0,69.0,129.0,0,Adventure,11.061946541628123
,25.75568636764373,159.21181189223586,5.2,2012.0,7.962820688586122,36.0,55.0,223.0,11.0,5.0,20.0,657,Family,2439.0773399292902
,31.13247485745089,151.88838917145145,6.6,2007.0,11.541257063500993,6.0,0.0,650.0,536.0,183.0,19.0,296,Comedy,47034.85008392533
,16.012045782166577,166.43794636880358,4.7,2016.0,11.27055147013709,39.0,21.0,763.0,637.0,359.0,29.0,0,Comedy,4980.81633797824
,41.65060727491993,171.72248045829477,6.7,2009.0,8.539021716472583,182.0,18.0,399.0,129.0,35.0,104.0,0,Crime,5.320296607114428
,44.42425845610237,112.35318446098,4.2,2012.0,9.758630905891572,14.0,548.0,166.0,134.0,104.0,21.0,531,Action,7.583886962162501
,25.393216392317143,173.932700683446,6.3,2012.0,7.153897677885013,3.0,4.0,637.0,346.0,271.0,4.0,170,Drama,9031195.380316583
,24.27562926513329,112.5953725132102,4.7,2014.0,9.729367414208369,3.0,103.0,544.0,476.0,111.0,15.0,365,Action,316234.0389051317
,29.55666684115764,148.7968124797872,6.0,2014.0,11.128370841687232,31.0,10.0,507.0,236.0,196.0,10.0,0,Comedy,140.67131791689005
,44.308811632772496,111.0303225375292,7.3,2009.0,11.84112472474478,1.0,2.0,881.0,826.0,601.0,6.0,237,Crime,221.44181676177078
,34.00287048116499,109.49973476814552,7.5,2005.0,7.503352232775591,42.0,6.0,119.0,69.0,24.0,35.0,385,Music,887660.4530897425
,30.96013613132944,147.83065318544493,6.9,2009.0,10.686611068850269,61.0,29.0,117.0,64.0,64.0,14.0,0,Comedy,149866.60927254308
,25.496249901536917,150.73793957026936,8.4,1994.9727156949284,7.16644206544831,55.0,733.8154710707595,443.0,421.0,395.0,147.0,0,Action,396156.638183392
,39.808274323608686,148.94424721041818,3.5,2015.0,10.326937215631352,11.0,2.0,2000.0,872.0,6.0,14.0,358,Action,2097.4844159144895
,18.25772428229195,146.9652390482821,7.8,1969.90398566675,9.126981530596716,22.0,1383.592744729876,912.0,906.0,496.0,92.0,14000,Science Fiction,26993.47517713163
,43.598233299908735,124.9156474921992,3.9,1998.0,9.34534468105688,19.0,0.0,625.0,118.0,78.0,38.0,280,Drama,2383.2420759052343
,41.79673597941439,164.13856958940812,4.8,2008.0,9.596193426730228,33.0,47.0,430.0,209.0,108.0,52.0,804,Science Fiction,369451.33710530464
,42.11653174245195,163.63557018893204,5.2,2001.0,9.572302778366018,31.0,0.0,560.0,555.0,542.0,131.0,0,Comedy,652.7903446367724
,17.2765311364923,129.948826664663,3.3,2013.0,11.351562426681776,139.0,48.0,984.0,697.0,689.0,236.0,93000,Comedy,291.62970817437764
,29.26238629727144,129.14031054862443,6.8,1998.0,8.076561683349919,39.0,22.0,174.0,16.0,10.0,494.0,140,Comedy,644881.2307255354
,24.52496146435895,112.6789083455901,6.5,2006.0,11.430666934911471,30.0,0.0,827.0,729.0,681.0,24.0,360,Action,11475.952989255009
,36.64043553964373,136.54285657252257,5.3,2004.0,11.551162451201275,50.0,23.0,4000.0,756.0,660.0,135.0,1000,Drama,589598.1323935421
,37.4581755315783,131.10006366366449,4.7,2016.0,11.380820558420282,9.0,28.0,426.0,294.0,131.0,15.0,0,Drama,47.284496676319186
,18.6007546122994,149.48986428868153,6.1,2008.0,8.623954880514141,15.0,0.0,368.0,168.0,31.0,11.0,127,Thriller,7281.2559077351125
,31.698434837789502,161.33519054671416,5.5,1998.0,10.432530815877442,5.0,6.0,922.0,893.0,467.0,20.0,18,Romance,2218493.4373325794
,34.380675353659846,125.0011232184057,7.3,2028.8499524566337,11.673022366861142,1.0,0.0,773.0,133.0,119.0,4.0,405,Horror,41488.94534641102
,13.084349149370254,169.03009845117225,4.8,2009.0,11.152515064156336,4.0,0.0,708.0,574.0,460.0,12.0,211,Drama,39919.33977950654
